No.,Quantity,Comment,Designator,Footprint,Value,Manufacturer Part,Manufacturer,Supplier Part,Supplier
1,32,SAW9L60A,"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,LED11,LED12,LED13,LED14,LED15,LED16,LED17,LED18,LED19,LED20,LED21,LED22,LED23,LED24,LED25,LED26,LED27,LED28,LED29,LED30,LED31,LED32",emc5050-1,,SAW9L60A,KENTO,C34499,LCSC
2,1,SDNT1608X103F3435FTF,R1,R0603,,SDNT1608X103F3435FTF,Sunlord(顺络),C525660,LCSC
